ID,Name,Votes,Description,Date,Status,URL
WEBFLOW-I-6047,Professional Security Guards Company in San Diego,1,Citiguard is a renowned security guard company in San Diego California that promotes a trusted team of security guards field supervisors and client relationship managers to provide the highest professional levels of reliable security. We have substantial expertise in corporate retail healthcare and event protection. Our trained security guard in San Diego is a visible deterrent to crime assuring the protection of your assets personnel and clients.,02/06/2023,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-6047
WEBFLOW-I-6046,Set pages to publish to webflow.io page but not the main domain for staging purposses,1,Now i have to set certain pages to draft when publishing to live site then set them to publish again to publish to staging site. this is a constant switch when testing and pushing. and prone to errors.,02/06/2023,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-6046
WEBFLOW-I-1701,Email Accounts With Webflow Hosting,68,Currently with almost all other hosting providers you can create custom email addresses (for example info@domain.com - which can be accessed via Webmail) free of charge as part of the hosting package. There isn't a need to purchase email hosting as it piggybacks off of the hosting server. I think it would be amazing to introduce this to webflow as it brings the whole web package together for clients. If a client (and designers) have to spend $100's+ on web creation/hosting it would be nice to include email accounts! :),02/01/2019,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-1701
WEBFLOW-I-5743,Remove Billing Address for $0 orders,8,Please have the option to remove/hide the Billing Address on $0 orders of free products such as downloadable files. Asking for a Billing Address creates churns and hurts funnels.,15/12/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5743
WEBFLOW-I-5360,Ability to create 410 error page for removed pages.,12,The ability to add a 410 redirect vs. 404 will help us manage SEO in a quicker manner (search engines will see the 410 and know the page used to be there but was intentionally removed vs. serving up a simple "unreachable page".  More control over how we manage redirects is always a plus!,09/09/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5360
WEBFLOW-I-2074,Search and replace text throughout the site,61,Instead of having to go through EVERY page to search and replace text it would be a BIG time saver for us if you can create a search and replace feature for text.,07/06/2019,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-2074
WEBFLOW-I-923,hosting javascript files on Webflow servers,86,,04/10/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-923
WEBFLOW-I-2284,Being able to adjust animations between breakpoints.,56,Right now you can only toggle whether an animation is turned on or off at different breakpoints. It would be nice to be able to adjust a single animation without it effecting other breakpoints. I'm having to duplicate certain elements for different breakpoints and apply unique animations to each. This becomes a mess when your animations are based on class because the classes of the duplicated elements are identical to the classes of the original elements. I've found that multiple animations controlling a single element will break each of the corresponding animations. Maybe I'm doing something wrong.  Thanks!,02/10/2019,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-2284
WEBFLOW-I-1598,Ecommerce customer reviews,69,Add fully customizable customer review feature to Webflow Ecommerce,15/11/2018,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-1598
WEBFLOW-I-902,Built-in Image editor that allows rotating uploaded images,86,Would be nice to be able to rotate the image you upload through the editor - Especially because photos taken with Iphones and Ipads might look right on your computer but is turned when uploaded. (because the rotation is based on some Exif data in the image file),26/09/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-902
WEBFLOW-I-543,Support RTL,94,Support RTL text and columns for RTL languages throughout the Designer including in the CMS fields in the CMS data manager.,11/03/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-543
WEBFLOW-I-6001,Collection List (CMS) Better Copy/Paste - Across Projects,2,I work with a lot of clients across many projects. Lets say I create an event section with CMS for 1 client I would LOVE if I could duplicate that easily to another client. Currently the only way is to disconnect the one copy/paste then recreate the Collection List and reconnect everything. This consumes SO much time that could be saved.,08/05/2023,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-6001
WEBFLOW-I-3053,Support for externally hosted videos,44,A lot of video out there doesn't come from Vimeo or Youtube. The embed function doesn't handle video well. It would be great if you could add better video support.,04/07/2020,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-3053
WEBFLOW-I-181,Link to section/anchor on a different page,95,Navigate to a section on a different page by first going to the top of the new page then scroll down to the section. This is about the only feature I miss from Squarespace...,20/01/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-181
WEBFLOW-I-3224,Override 100 CMS Item Limit / Display All CMS Items,42,Webflow should allow overriding the 100 CMS item limit and display all CMS items without requiring pagination.  I am working on a website where I need to display more than 100 CMS items on a single page. In my case the only data being shown is text so the page's load time and performance is still very good.  Currently the 100 CMS item limit will force me to use workarounds that will break the website's intended design.,19/08/2020,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-3224
WEBFLOW-I-4357,Support dotLottie Format,29,Supporting the dotLottie format would allow for significantly smaller lottiefiles (Up to 90% savings in file size). This means faster website load times and less storage for Webflow.  https://dotlottie.io/,06/07/2021,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-4357
WEBFLOW-I-327,Breadcrumb element,94,A premade element like the navbar that generates a styleable breadcrumb showing where the user is in the site structure.,02/02/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-327
WEBFLOW-I-3005,Adjustable Guide Overlay,44,Having guide overlay control(adjustable column row and gutter size) would allow for a much more seamless translation from Figma/Sketch to Webflow. Understandably with different screen sizes there's little "need" for this feature it seems like an easy adjustment to make the guide overlay much more useful. Figma guide overlay controls are a great example.,25/06/2020,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-3005
WEBFLOW-I-188,Reduce hosting price of small CMS websites,94,The cheapest CMS hosting plan including custom domain mapping starts at $16 per month and it may be a bit too expensive for small websites where users just need to update contents and portfolio from time to time. It would be great to have a basic CMS hosting plan around $10/month or to add 200 CMS items to the basic hosting plan at $12.,20/01/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-188
WEBFLOW-I-1033,Reverse Animation on Hover Out Interaction,81,Currently when you build a hover animation you have to return all the elements to their original position manually on the Hover Out state. A "Reverse Animation" checkbox would quickly get all the assets where they need to be. After clicking the checkbox the designer could then tweak timing etc.,07/12/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-1033
WEBFLOW-I-5016,Schedule an unpublish of a CMS item,17,Our website showcases local events in the area. We focus on publishing items for only a select amount of days (e.g. 3 days) whilst the event is live. We have the ability to schedule a publish of the site but not an unpublish. This would be a really handy feature to have!,26/04/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5016
WEBFLOW-I-1301,Secure CMS Collection Pages & Improved Security Management using Security Contexts,73,Webflow's current security design allows... Current challenges & limitations SOLUTION - SECURITY CONTEXTS Allow a Context to be applied to; For each of these the designer can choose which contexts to Restrict Access to. No restriction means everyone can see it. For Page Elements that same capability is "Display only to [Contexts]".  This way login buttons registration buttons navigation elements content and content sections can all be hidden from users who should not see them. Some examples of how this would be used;,14/06/2018,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-1301
WEBFLOW-I-1823,Product Configurator,63,The option for the end-buyer to build/configure their own product like a car or a computer. And if the picture could change to the chosen configuration as well so they can see the end result.But there needs to be conditions as some choices might not be compatible.,13/02/2019,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-1823
WEBFLOW-I-4207,The possibility to sell combination packages in Webflow E-Commerce,31,,27/04/2021,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-4207
WEBFLOW-I-88,Visibility of CMS content based on date range,92,Example use case: special offers that have a start and finish date – my clients have to manually show and hide the offer at the specific time which is very inconvenient (e.g. "offer closes at midnight" – they have to stay up to remove the offer). This would also be very useful for an events list for example – once the event has occurred it could automatically be removed/hidden.,18/01/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-88
WEBFLOW-I-905,Calendar Widget,82,Calendar widget that can be managed via collections. Allowing collaborators to populate events on the front-end.,28/09/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-905
WEBFLOW-I-1998,font-display support,59,Allow site-wide setting of font-display which Webflow can then inject into its generated css declarations for custom font families.  I want to set font-display to `swap` for all my fonts. it helps speed up the perceived loading time of my sites.,01/05/2019,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-1998
WEBFLOW-I-4729,Add native support for calc() clamp(). min() max() and env(safe-area-inset-*),21,As written above. Immensely helpful CSS functions they help making sure site scale properly and are responsive on any size. Sometimes one of those an be the only way to responsively size and/or position an element. And yet it has to be done in code. Reminder: Webflow advertises itself as a world-changing no-code tool. Env(safe-area-inset-*) is also important to have given new Safari browser design on iOS 15. Here are two ideas how this could be laid out.,02/01/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-4729
WEBFLOW-I-6043,Urgent update of Webflow internal list of supported countries from Stripe,1,Hello dear Webflow. 6 months ago Croatia (and several other countries) were added to Stripe and we welcomed this moment with great joy. The problem now is that Webflow still hasn't updated their internal list. It is quite urgent since I just found out that we cannot sell Membership recurring subscription with Paypal inside Webflow ecommerce (the one time payment is possible) and it seems now we have no other option.I hope this is a small update and it can be done in a short time because we would really like to stay with Webflow Membership. :),31/05/2023,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-6043
WEBFLOW-I-6042,Edit article in designer click ESC several times Edits are gone without warning,1,Edit article in designer click ESC several times Edits are gone without warning,31/05/2023,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-6042
WEBFLOW-I-6041,Allow an option to make 2FA mandatory,1,When creating a new user of webflow it would be great to be able to set it so they have to enable 2fa during their account activation process. Rather having to follow up with them at a later stage.,31/05/2023,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-6041
WEBFLOW-I-5994,Workspace Members list should showcase Login Type,2,Today is shows their Role and if 2FA is enabled but it doesn't highlight if the Member uses a plain user/pass or Google Auth.  Related... it'd also be nice to force usage of Google Auth for a Workspace.,05/05/2023,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5994
WEBFLOW-I-5993,Custom ads.txt in SEO or Integrations Tab,2,Hi Webflow Guys why don't you create a simple text field in the SEO or Integrations tab like for robots.txt also for ads.txt? This is a crucial feautre for monetizing our websites with Adsense and company.  Until a few months ago a redirect from domain.com/ads.txt to any other link worked fine (I hosted the ads.txt file directly in the site's media) but now it doesn't seem to work anymore due to some Adsense updates.  A simple text field would be great.,05/05/2023,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5993
WEBFLOW-I-2403,Bulk edit products,50,I'm currently running a t shirt site through Webflow eCommerce and found it extremely extensive to just make a simple change to a variant product such as price. I have multiple options including size and color which means it take me about 5-10 to change 1 product. I think it would be nice to be able to select multiple variants and change specific fields for all selected including image.,25/11/2019,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-2403
WEBFLOW-I-4272,Higher priority for fixing bugs,29,I would rather have a product that does 10 things well and without frustration than one that does 15 things but only if you fight and hack your way through it. I'm not alone in this. I run into bugs very often in Webflow--to the point where I would say it's perhaps the buggiest major piece of software I've ever used. Commonly I look a bug up in the forum and find reports of it by other users dating years back--and often with Webflow staff chiming in saying "we're about to fix it" which clearly never happened. I used to report bugs often myself--none are fixed up to two years later and counting. Too often I even get the run-around from the staff member answering the message claiming that a problem that is clearly a bug is actually intended. I've long ago given up reporting bugs. I understand a young and cash-strapped company prioritizing development of new features. However you're no longer young or cash-strapped. Continuing with this general philosophy might work in the short term but will fail you and your users in the long term. Just look at the number of users who gave up on Windows and moved to Apple in the 00s. Or the number of people who ditched GM cars in favour of Japanese in the 90s. Time and again across markets consumers show that they will flock to the most solidly built product often making sacrifices to do so. Please take this to heart.,23/05/2021,Planned,https://wishlist.webflow.com/ideas/WEBFLOW-I-4272
WEBFLOW-I-44,Hide static or dynamic pages from the Editor,89,The ability to be able to hide 'working' pages from the CMS with one click would be great - this will allow you to work on a page without confusing clients as to what page to edit.,17/01/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-44
WEBFLOW-I-435,Allow to set Youtube and Vimeo videos to autoplay,88,Allow to set Youtube and Vimeo videos to autoplay both for the videos in the Rich text and in a general video element as well,12/02/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-435
WEBFLOW-I-1485,GREEN GEEKS HOSTING,65,I used to use green geeks for my web hosting but have since stopped due to my need for CMS and the fact that webflow is such a darn good web design development and CMS platform. However I am sorely missing my hosting with green geeks knowing that my hosting choice was having a positive impact within the industry of web hosting which is one of the largest users of energy. Eventually I will devise a way to move away from hosting with webflow and using a green hosting company. I would love if webflow offered a green hosting plan (check out green geeks model its really awesome) or offered someway to integrate third party hosting from a green company without exporting my sites out of webflow. This would be amazing and I think really beneficial for webflow as a company in the long run.,08/10/2018,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-1485
WEBFLOW-I-5762,The ability to publish individual pages,7,When working on a project clients often ask us for future amends to a page they do not wish to go live until a certain date. But then subsequently want other amends to be made live. We then can't push these amends live as we have already done the time sensitive ones. And have to wait till that date before we can publish the whole lot. The ability to have a checkbox in each individual static page where you can tick or untick update content on publish  would be very handy. This way you could go through the project and uncheck any pages you wish to remain the same as the current live site and only publish or "update' the ones they want to see changes on. Hope that makes sense this is one of our big sticking points with clients.,22/12/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5762
WEBFLOW-I-5229,Allow multiple users/devs to work in a project at the same time,12,When working on a large project or with larger dev teams it is often necessary to have more than one developer working on a project at the same time. Currently this is not possible. This limits efficiency and reduces the size of projects we can commit to with our clients.,11/08/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5229
WEBFLOW-I-1617,Backend As a Service like bubble.is + Firebase Google,63,🚀🌒🔥Tools To Build Mobile Apps Improve Quality And Grow our Business. Learn More! Types: iOS Android Web C++ Build the backend with no code host with no infrastructure hassles and scale with no technical locks. Maybe a tool connected Firebase BASIC: Login Register users MORE ...  --------------- Use the web-based all-in-one Dashboard for powerful data manipulation to view analytics schedule and send push notifications. Create all our classes and manage our Data using Parse Dashboard With an API Console have a quick and easy access to all functions of our REST API allowing us to play around with the API or debug issues without writing a single line of code. Send automatic verification and welcome emails to our users. Use our own HTML template create by webflow design 😻 Connect our users via traditional logins or third-party social networks with just a few lines of code. webflow take care of linking accounts across networks resetting passwords and keeping everything safe and secure paying for that love feature in backend... Like server with quantity of users log in our apps. Use CLPs and ACLs to manage our API permissions. CLP is the easiest way to lock down our app is with class-level permissions. Almost every class that we create should have these permissions tweaked to some degree. No matter what platform we're building for Parse Server has the SDKs we need to create an amazing mobile/desktop/IoT/Web experience. No matter what webflow creating for the webapp an  SDKs webflow will help us to move faster than you ever thought possible. Perfect for standalone products or experiences that complement our statics page actually... At the core of many apps there is a notion of user accounts that lets users access their information in a secure manner. Parse Server provides a specialized user class called PFUser that automatically handles much of the functionality required for user account management. ,20/11/2018,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-1617
WEBFLOW-I-2339,Allow us to host .js and other files on webflow,50,What's the point in advertising all the hosting and CDNs that you offer if we cant host arguably one of the most important types of files. I know the custom code feature exists but js libraries can get very long and unfortunately that just won't cut it.  Could we please have access to hosting scripts on the servers we are paying for I honestly don't see why it was not allowed in the first place.,31/10/2019,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-2339
WEBFLOW-I-499,Increase API Rate Limits,86,The API rate limits are set way to low (60 per minute) if you have a popular website with many users with an outside service that does API calls. Are there any plans to allow a higher rate limit for high-traffic websites that do a lot of API calls to the Webflow framework? To low of a rate limit will majorly impact serious developers from even using the framework at all if there is a possibility of a HTTP 429 error and API calls not going through.  It is unrealistic to have this kind of behavior on an API.  There should be API tiers to allow for higher API traffic handling of high-volume websites.,27/02/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-499
WEBFLOW-I-4947,Design Token Sync with Design Tools,17,It would spent many people hours of work if there is a way top sync design tokens (colors typo) between Webflow and Figma Sketch Zeplin Abstract etc. ,26/03/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-4947
WEBFLOW-I-1488,Add more file format for file upload,64,For the file upload element in the CMS I wish we could have more file format for upload. For example ICS (can be used for Add to Calendar) MP3 (background music - with limited file size) MP4 (background video - with limited file size) etc.,08/10/2018,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-1488
WEBFLOW-I-1907,Send emails to users with abandoned carts,58,I would like to be able to send emails to the customers that almost placed an order but finally abandoned the cart and left the page. This would be great for increasing conversion rates!  Speking of emails - plural - so the best would be to define a mailing chain with scheduled times. Like send first mail after 2 hours the cart got abandoned send the second mail after 1 day send last mail with discount code after 3 days.,15/03/2019,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-1907
WEBFLOW-I-6040,'Form Name' as a component property for components containing a form.,1,Ability to have a unique 'Form Name' for each component instance containing a form by adding 'Form Name' as a property.  Example situation: One form for many sales reps but each form needs it's own name to identify it with the sales reps link/slug.,30/05/2023,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-6040
WEBFLOW-I-5750,Video sitemap for thumbnails and SEO,7,After uploading a new website with a few videos in it I received a report from Google Search Console that my videos didn't have thumbnails associated to the videos.  I think this should be a simple update and can be made as a part of the sitemap.  Here's a link to read more about it https://developers.google.com/search/docs/appearance/video#provide-a-high-quality-thumbnail,19/12/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5750
WEBFLOW-I-1320,Partner with Facebook for their new API,67,Currently many other website builders like Eventbrite Squarespace Shopify Wordpress Wix and Woocommerce are all members of Facebooks new Shops API. Facebook Shops API allows you to integrate your Ecommerce store with your Facebook page. This allows you to post your products on Facebook either automatically or with just one click. Automation for Dynamic Retargeting ads is a highly desired functionality for agencies running ecom ads and ecom website clients.,26/06/2018,In beta,https://wishlist.webflow.com/ideas/WEBFLOW-I-1320
WEBFLOW-I-3517,Increase the CMS Multi-Image limit to >25,35,Just completed a project with around 10000 images.  Images were across ~150 collection items with incremental multi-image fields i.e. 1-25 25-50 etc.  Custom code was then required to combine these multi-image fields to display as one coherent gallery on the collection page.  It would be great to be able to increase the multi-image limit from 25 or even to remove it entirely.  Could see the potential for extending this to lead to google drive/dropbox import scenarios.,12/11/2020,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-3517
WEBFLOW-I-5797,Conditional visibility within a CMS collection set per CMS item,6,Managing a blog for members I want some items to be 'free to read' and others 'paid' – for ease of use and to maintain a manageable database you need this function to a simple field available per CMS team.For example: You'd add an 'access groups' field to an item and then add the the access group you want it open to.,12/01/2023,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5797
WEBFLOW-I-637,Drag to re-order items in a CMS Multi-Reference field in the editor,82,Drag to re-order items in a CMS Multi-Reference field in the editor. Sometimes if I have items in here - I have to delete them all and order them as I'd like. It'd be nice to be able to drag and re-order them.,19/04/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-637
WEBFLOW-I-1667,Support for 3D Model files/ three.js technology,60,For a while i've been finding work arounds for 3D models but I am patiently waiting for the day when Webflow offers support for 3D files such as .obj .mb .blend .fbx .max and .mtl. I know that a request like this will take time and is no easy feat but supporting these files would greatly increase my (and other designers whose web development expertise extends into the 3D modeling world) workflow by 10x and I have faith that the Webflow team can make this happen. Incorporating more three.js technology on the Webflow platform as a whole would be amazing,16/12/2018,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-1667
WEBFLOW-I-2607,Different favicon for browser dark mode,44,It's a self-explanatory one!,26/02/2020,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-2607
WEBFLOW-I-5858,Ability to schedule a cancel hosting plan,5,When your client wants to cancel the hosting plan but only at the end of the contract the only way is to remember the date of cancellation of the hosting one day before the end of the hosting period.I propose that by cancelling the hosting plan the cancellation ends at the end of the period and not immediately. Why not add a possibility to schedule the end date of the contract.This solution would be possible with a hosting plan per month or per year.,07/02/2023,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5858
WEBFLOW-I-1545,Add + and - to each CSS Grid Column & Row,61,Need to be able to ADD or REMOVE CSS Grid Columns or Rows between each (above or below existing). Currently + only adds to bottom or end (not between) and this means that I constantly have to move all my previously positioned content down or over to get a open (no content) row or column.,02/11/2018,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-1545
WEBFLOW-I-4297,CMS within Text Span,27,For example if you want one word in the middle of a paragraph to be Dynamic content without needing to add 3 text elements to connect the second text element to CMS for the same result as if the text span would have been able to connect to CMS.Not a big deal but would be great to fix:)),04/06/2021,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-4297
WEBFLOW-I-4965,Add a Site Administrator user (now that you're killing Client Billing),16,Webflow needs to add an optional Site Administrator user to all paid site plans. (Now that it's killing Client Billing) Webflow has shot itself in the foot. It's eliminated client billing and Client Billing was one of the primary reasons many designers both freelancers and agencies have made Webflow their platform of choice. Sure Webflow is at the forefront of the no-code movement right now but the laws of commerce won't let it hold that position forever. So Webflow what makes it easy to adopt you as our platform of choice is not only the great web builder you've created but the client billing service that makes it easy to take care of our customers. And for us freelancers our customers are the most important thing in the universe. The ability for customers to pay directly for their service is a key component in customer care. What we learned a few years after the web design boom in the early 2000s is that running a web management company is difficult and full of pitfalls. Of course at first we saw huge potential as "web designers" because we could make a decent living designing beautiful websites for our clients but we could easily sustain and grow a business through residual income in the way of upcharging for services like procuring and renewing domain names managing hosting accounts maintaining SSLs etc. This was a wonderful concept in theory but we learned that the income generated by the upcharging was no where near enough to account for all of the challenges of dealing with website management. Some of us decided to become website service managers grew our development team and went for Wordpress Joomla Drupal or custom code as our platform. The rest of us designers decided to go a different route. We started sacrificing our design sensibilities and shoehorning our creations into self-service platforms like Weebly Wix and Squarespace. While these platforms were limited and sometime even ridiculous at least our clients could pay for their own accounts eliminating the need for the website services management component. If something happened to us—a freelancer that was killed in a car crash or an agency that closed it's doors—it wouldn't hurt our customer and their website. Sure they'd be saddened by the loss but their website would still keep functioning until they could transition to a new service provider. Then Webflow introduced Client Billing as a feature and at least for me as a freelancer that's when I decided to make Webflow my platform of choice. Now all of that creative freedom and the "no-code" promise became viable because regardless of what happened to me my client's website would continue to run without too much concern other than maybe the client overlooking an expired credit card. Now that Client Billing is going away you've reintroduced several paths for a potential for customers to lose their website. And for me that's a step backwards in the future of web design services. I don't care what happens to me but I don't want anything to hurt my customer's business through the inadvertent loss of their website. What can happen? We don't know yet but the loss of Client Billing makes things messy again. If we want to build our own "client billing" feature we have to introduce a third party to our customers and third-parties we're learning are not always dependable and may not be around as long as you need them. (Think Wordpress Plugin developers or Flowdock.) So the best option for us web designers is not to re-introduce the pitfalls of website management back into our client relationships in the way of "client billing." The best option is to have our customers pay for their own Webflow hosting and for us to manage their website settings for them. Webflow what you should do is simply create the ability for site plans to have two site administrators more might be better for some agencies but all we need is two the account owner and one other designated administrator. That's all we need just one additional super user. Just make it so this super user can't edit the billing information or hosting plan level. That's it! The funny thing is that you know that you've been holding off on doing this for a very long time in the interest of revenue generated by the complex hosting team and account plans you've set up. But if you're planning on focusing your efforts on maintaining the best web builder out there then give us a new simple super user and let us get on with designing. ,06/04/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-4965
WEBFLOW-I-6038,Connect with storybook,1,At large companies it is difficult to regulate how dev teams build products — many large companies do not invest in quality front-end developers and rely heavily on the team developing the design system to correctly implement Storybook components which many times do not get used correctly or even at all. Webflow could really be used to control and regulate how different UI’s that belong to a large prodcut ecosystem are created. If you can connect libraries such as Storybook and able to hook it up to our own servers it could be an amazing product many large companies would love.,29/05/2023,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-6038
WEBFLOW-I-6037,Output code in NextJS (React) instead of HTML,1,I've used Webflow everyday for 3 yrs. The worst thing about it is loading speed. I imagine this would take significant developer resources but could be well worth it considering how Webflow stacks against competitors. Upvote if you agree! Or leave a comment on your thoughts. Thanks very much!,29/05/2023,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-6037
WEBFLOW-I-6036,Enhancing Webflow Development: Efficient CSS Separation for Improved Performance,1,Hey there fellow Webflow developers!  Today I wanted to present a provocative suggestion that might greatly improve our Webflow development experience especially while working on larger projects with several collection pages. I suggest including a strong feature that would let us divide bigger CSS files into smaller ones for each page. This not only meets the demands of projects with specific page aesthetic requirements but it also offers significant performance benefits by removing the weight of extraneous code.  As developers we are aware that Webflow merges all styles into a single CSS file making development simpler and making it easier to implement wide-ranging modifications. However this method frequently results in poorer performance on the project's smaller simpler pages. These pages ultimately load a full CSS file with styles they don't need which has a negative impact on performance.  But consider giving users the option to split CSS files for different pages. This would enable us to apply stylesheets selectively depending on particular pages effectively removing the overhead of useless styles. The outcome? increased speed and quicker load times for smaller pages that don't have to support extraneous code.  Now let's dive into some compelling reasons why this feature would be an absolute game-changer: Streamlined Customization: Separating CSS files for individual pages would streamline the customization process. We could focus on fine-tuning the styling of each page without impacting the performance of simpler pages. This level of granularity would allow for greater flexibility and precision in crafting unique designs tailored to specific sections of a website. Improved Page Responsiveness: With separate CSS files we could optimize pages for responsiveness independently. Stylesheets specific to individual pages could be optimized and fine-tuned to ensure seamless user experiences across different devices. This feature would be particularly beneficial for projects where certain pages require unique layouts or intricate responsive behavior. Code Organization and Maintenance: Having separate CSS files for each page promotes better code organization and maintenance. It simplifies locating and updating styles specific to a particular page making our lives as developers much easier. We can work more efficiently focusing only on the relevant code instead of navigating through a large consolidated stylesheet. Faster Iterations and Prototyping: During the iterative design process separating CSS files would enable faster prototyping and experimentation. We could isolate specific pages apply changes and test them without impacting the rest of the project. This agility accelerates the design iteration cycle and improves overall productivity. We would have the ability to empower ourselves to optimize our projects for better speed responsiveness and code organization if Webflow had the option to split CSS files for each pages. It guarantees that every page performs to its maximum capacity regardless of complexity which is a developer's dream come true.,29/05/2023,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-6036
WEBFLOW-I-5948,LOCKS FOR LAYERS!! - It's been requested since 2016!,3,Hi amazing team! Thank you so much for what you have built so far and I know we all can come accross as very needy but we soooooooo are! lolYour team has done wonders but there are some things that are just "expected" in every design tool that works with "layers". We need a lock feature. It drives me absolutely crazy not being able to select things I want to select. Removing the layers from view with the "eye" symbol doesn't work as if you have things set relative to th at it breaks everything.Please Webflow team we need this addition!,03/04/2023,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5948
WEBFLOW-I-5637,Allow 3rd party scripts to access the current logged in Member ID,8,Membership platforms such as Memberstack Outseta MemberSpace and others provide a method for accessing the current logged in Member ID via Javascript.  Webflow Memberships does not currently offer this which limits the ability to extend it and add additional features via custom code. One example of this would be to give members the ability to save their favorite CMS items to a dashboard i.e. https://www.jetboost.io/products/cms-item-favoriting-for-webflow.  Thanks for your consideration!,14/11/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5637
WEBFLOW-I-3675,Loading options for Lottie Animations.,33,It'd be great to have the same loading options you get for images for lottie animations.  One thing preventing me from creating cool lottie animations is the fact the page loads before the lottie animation has a chance to fully load.  The interaction trigger for 'When page finishes loading' seems to ignore lottie load times. It'd be great if lottie load times were factored in here.,11/12/2020,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-3675
